-1.0672,-12.866,3.1313,-0.84775,0.14187,-0.089433,0.6189,0.3141,0.22171,0.016414,-0.13567,-0.1092,0.21403
4.2046,-6.8637,2.4412,-2.1247,-1.052,0.034515,0.36176,-0.43665,0.11531,0.15694,-0.075966,0.13157,-0.33598
4.4091,-4.4087,2.9754,-1.8854,-1.0393,0.037075,0.20179,-0.5435,-0.092851,-0.093157,-0.29748,0.13932,-0.33026
4.4614,-6.3548,3.6802,-1.7861,-0.88521,0.46907,0.3024,-0.22604,0.10013,-0.08043,-0.38339,-0.026426,-0.15607
3.2224,-7.3438,3.0925,-1.3855,-0.19791,0.086987,0.51057,-0.64297,0.36115,0.4473,-0.2744,0.017072,0.082127
2.5651,-7.1021,2.4746,-1.3469,-0.22647,-0.028592,0.82766,-0.47472,0.13414,0.20883,-0.36129,0.0079908,0.31378
2.3888,-7.7934,2.807,-0.96166,-0.37127,0.019893,0.67982,-0.037787,0.31047,0.01177,-0.46439,0.034093,0.29752
1.962,-8.2654,3.3075,-1.2178,0.015856,0.11396,0.59397,-0.39763,0.069275,-0.0028474,-0.44415,0.0061732,0.15203
1.6366,-8.7084,3.1532,-1.131,-0.13173,-0.12875,0.52309,-0.47092,0.19846,0.12916,-0.32241,0.043584,0.14861
1.2742,-9.1121,3.0547,-1.037,-0.14103,-0.0067777,0.62433,-0.3495,-0.033918,0.11219,-0.21332,0.033453,0.0063292
1.179,-9.582,2.6897,-1.2684,-0.12754,-0.059315,0.62232,-0.13043,-0.06084,0.036599,-0.33301,-0.24823,0.12565
1.0408,-9.638,3.0677,-1.4868,-0.28447,0.13404,0.61274,-0.2372,-0.027614,0.097473,-0.35918,-0.21596,0.0017142
0.97774,-9.5824,3.2011,-1.4563,-0.026939,0.018554,0.5649,-0.11326,0.4334,0.41028,-0.43985,0.019983,-0.0046114
0.87886,-9.6143,3.1988,-1.4234,-0.1474,0.11052,0.53188,-0.29526,0.44304,0.34781,-0.24675,0.2498,-0.012688
0.97133,-9.7999,3.1642,-1.5489,-0.053864,0.22138,0.61473,-0.27995,0.38233,0.24667,-0.16838,0.26421,0.13172
0.97537,-9.8731,3.322,-1.535,-0.014479,0.29663,0.67428,-0.06596,0.57709,0.41689,0.19143,0.43854,0.27883
1.0727,-10.041,3.237,-1.5116,-0.029513,0.10198,0.69021,-0.44584,-0.0044933,0.56202,-0.27634,-0.041573,-0.00019357
0.87491,-9.805,3.4129,-1.5571,-0.00087387,0.24138,0.55046,-0.37507,0.064213,0.45095,-0.085363,-0.12086,-0.23335
0.85968,-10.083,3.2529,-1.5698,0.26855,0.27109,0.45249,-0.41014,0.22275,0.12148,-0.1057,0.026017,-0.06853
0.51471,-10.143,3.1603,-1.5096,0.33175,0.34366,0.73331,-0.17951,0.26435,0.075934,-0.15814,-0.013893,-0.10705
0.58736,-10.429,3.2156,-1.3074,0.066968,-0.19975,0.38447,-0.29246,0.65457,0.48149,-0.045082,0.21451,0.056252
0.37753,-10.421,3.5627,-1.4658,-0.30857,-0.066489,0.50106,-0.1927,0.38206,0.1404,-0.18071,-0.17264,0.080893
0.41791,-10.634,3.2667,-1.4102,-0.024842,0.23032,0.45378,-0.31107,0.030791,0.042386,-0.1055,-0.10598,0.11604
0.27488,-10.864,3.2867,-1.5431,0.080639,0.45738,0.74333,-0.050785,-0.15274,-0.020153,-0.10055,0.081509,0.27295
0.3522,-10.502,3.2466,-1.7844,-0.077357,0.22832,0.4024,-0.17599,0.011188,0.03572,-0.1625,-0.073313,0.24293
0.28759,-10.859,2.9187,-1.805,-0.3088,0.0031191,0.31479,-0.2806,-0.062599,0.10155,-0.10205,0.065299,0.19933
0.32784,-11.109,3.0106,-1.7288,-0.088223,0.048097,0.15595,-0.31566,0.19892,0.49685,0.29446,0.37109,0.19797
0.30918,-10.971,3.2655,-1.7753,-0.17824,0.073294,0.48373,-0.33716,-0.094896,0.10154,-0.28298,0.084566,0.047149
0.25853,-11.191,3.3742,-1.6548,-0.21859,0.25238,0.66465,-0.69949,-0.17058,-0.063332,-0.31845,0.064545,0.15868
-0.036253,-11.306,3.3865,-1.5978,-0.25561,0.16813,0.82715,-0.15821,0.25677,-0.059795,-0.24724,-0.079952,0.065674
-0.10688,-11.471,3.273,-1.2785,0.072938,0.42107,0.45213,-0.29261,0.17872,0.25305,-0.081965,-0.20602,-0.056111
-0.086602,-11.247,3.4117,-1.4844,0.16394,0.49056,0.59316,-0.37969,0.021841,0.027359,-0.27247,-0.091677,0.049751
-0.073319,-11.113,3.5732,-1.5295,0.069035,0.22858,0.38962,-0.3808,-0.057686,-0.064995,-0.054068,0.18112,0.35585
-0.26156,-11.654,3.3564,-1.3886,0.39421,0.22767,0.37543,-0.37795,0.065282,-0.014728,-0.14134,0.074328,0.19265
-0.27727,-11.623,3.483,-1.2047,0.2143,-0.012551,0.45562,-0.17504,0.28939,0.072723,-0.40946,0.043956,0.14628
-0.23589,-11.725,3.4728,-1.3981,-0.11847,0.20562,0.9946,0.1484,0.15285,-0.035268,-0.14463,-0.044179,-0.025846
-0.29492,-11.797,3.0602,-1.7129,0.037078,0.49607,0.71152,0.031208,-0.17846,-0.055555,-0.25318,-0.12028,-0.066974
-0.46133,-11.779,3.0653,-1.8196,0.14114,0.33793,0.32583,-0.24306,0.064671,-0.079619,-0.27651,-0.0099102,-0.057104
