-1.5272,-13.388,2.9169,-0.13285,0.41432,0.03912,0.65259,0.12249,0.11246,-0.020517,0.28237,-0.26723,-0.24738,-0.081284,-9.8586,-24.928,0.036987,-0.018417,-0.095425,0.29936,0.33839,0.40653,0.11399,0.20976,0.30291,0.10628,-0.26252,0.012666
-1.4833,-13.514,3.148,0.078164,0.17361,-0.037979,0.62717,-0.075855,0.32899,0.10478,0.096521,-0.10371,-0.14384,-0.075484,-9.6273,-24.792,0.11978,-0.14867,-0.24316,0.26143,0.46076,0.18014,0.1005,0.45605,0.29426,-0.042711,-0.10582,-0.11068
-1.6734,-13.918,2.9218,-0.018532,0.54384,-0.042672,0.31575,0.034608,0.18461,-0.083671,0.08446,0.23726,0.041347,-0.062408,-9.5564,-24.856,-0.092852,-0.19289,0.026739,0.27786,0.3283,0.22625,0.19552,0.42244,0.35406,-0.093972,-0.04693,0.072967
2.5505,-11.996,2.8812,-1.3382,-0.74231,0.22713,0.52317,0.058173,-0.1694,0.36182,0.14992,-0.069373,-0.13305,0.045993,-9.6737,-24.829,0.38264,-0.094794,0.012614,0.048802,0.10831,0.09982,-0.32342,0.23662,0.26547,0.27325,-0.12149,0.23059
2.8661,-7.1522,3.1485,-1.382,-1.1975,0.31702,0.44183,-0.063511,-0.36028,0.55956,0.067615,-0.1142,0.064804,0.29691,-9.6681,-24.963,0.2383,0.40337,0.21123,0.092,-0.00032922,0.062915,-0.073357,0.14684,0.016095,-0.089234,-0.0018547,-0.050371
2.9371,-7.5441,3.5249,-1.1017,-0.91725,0.28494,0.5708,0.083742,-0.39554,0.46043,-0.065988,-0.11196,0.047804,0.16917,-9.805,-24.838,0.15842,0.039687,0.10569,-0.092924,-0.078301,0.20954,0.1596,-0.15861,0.040055,0.042914,0.36641,0.027397
2.0474,-9.6551,4.0497,-0.81398,-0.42119,0.31966,0.59917,0.036884,-0.18613,-0.23303,-0.12063,-0.21471,0.090683,0.23022,-9.6652,-24.743,0.40859,0.36519,0.10957,0.0016219,-0.039463,0.2693,0.59401,0.099493,-0.10987,-0.146,-0.0059765,-0.026619
1.4602,-9.0159,3.3591,-0.50706,-0.10799,-0.20132,0.74149,-0.37073,-0.069283,0.12517,0.3271,-0.14015,-0.098279,0.07825,-9.7654,-24.296,0.49192,0.077156,0.27757,0.35904,0.067988,-0.12608,-0.12722,-0.057579,-0.063023,0.12992,0.083526,0.031005
1.3432,-9.3773,3.2204,-0.43383,-0.1078,-0.30344,0.74516,0.014001,0.15066,-0.12256,0.036461,-0.2295,-0.15653,-0.015979,-9.6023,-24.79,0.40407,0.47724,0.35775,0.12892,0.3108,0.067684,-0.053329,-0.094129,-0.0069978,0.23298,0.47617,0.27632
0.99572,-10.065,3.4048,-0.71178,-0.36606,-0.039609,0.78059,0.036661,-0.1367,-0.030592,0.0092589,-0.26714,0.049072,-0.026627,-9.6825,-24.854,0.32829,0.33892,0.28049,0.073576,0.40011,0.3019,-0.28288,-0.080098,0.33758,0.33227,0.1081,0.2249
0.57347,-10.897,3.1017,-0.71171,-0.14324,-0.0623,0.54649,-0.13434,-0.10719,0.18891,0.23256,-0.30049,-0.25076,0.079965,-9.5884,-24.764,0.25682,0.37764,0.27781,0.18191,0.49357,0.45839,0.052626,-0.04839,-0.039768,0.034421,-0.23559,0.054547
0.22733,-11.002,3.2528,-0.83739,-0.11907,-0.1719,0.45218,-0.084825,0.079988,0.28541,0.40843,-0.33599,-0.06593,0.21186,-9.7648,-24.818,0.21666,0.32305,0.1254,-0.055808,-0.015764,0.13342,0.29339,0.31372,0.15241,0.093368,-0.07822,-0.0082846
0.19764,-11.037,3.2101,-0.63833,-0.16539,-0.25988,0.90607,-0.016584,-0.091891,0.1624,0.0672,-0.51298,-0.2177,0.48766,-9.7147,-24.977,0.27838,0.34574,0.16509,0.09441,-0.11583,0.046075,0.065124,0.012934,-0.15512,-0.055948,0.002122,0.1288
0.005286,-11.175,3.6087,-0.2542,0.1872,-0.047476,0.60934,0.038018,0.10465,0.031867,0.17545,-0.48466,-0.29528,0.42984,-9.773,-24.689,0.33026,0.11999,-0.083467,0.044384,-0.11589,0.13193,0.12729,-0.12181,0.0025434,0.25829,0.11472,-0.028621
0.079771,-11.418,3.4605,-0.69518,-0.01535,-0.32249,0.47691,-0.074699,0.18294,-0.0975,0.12975,-0.17497,-0.18902,0.26574,-9.5641,-24.616,0.33363,0.4106,0.17147,0.26557,0.037645,0.078964,-0.061908,0.2632,0.58962,0.39581,-0.08505,-0.13108
-0.24338,-11.167,3.5102,-0.63354,-0.20486,-0.28659,0.86456,-0.084163,0.15811,0.12163,0.21975,-0.25548,0.025986,0.22424,-9.5086,-24.8,0.18475,0.24956,0.33127,0.34224,-0.13254,-0.25587,0.041885,0.25144,0.47638,0.22233,0.05715,0.027826
-0.12289,-11.638,3.0166,-0.96247,-0.11226,-0.040354,0.9075,-0.067622,0.21627,0.28183,0.30452,-0.22778,0.14368,0.27236,-9.4257,-24.391,0.40037,0.33586,0.31527,-0.041939,-0.021146,0.13092,0.11929,0.23357,0.39834,0.096034,0.088554,0.051706
-0.21433,-11.875,3.077,-0.95434,0.28871,0.54094,0.89641,-0.025272,0.23944,0.1349,0.14259,0.044355,0.023848,-0.073632,-9.5262,-24.755,0.23683,0.16517,0.2452,0.017417,0.072935,0.24453,0.17023,0.33718,0.17887,-0.011334,0.12922,0.40751
-0.18568,-11.687,3.3662,-0.88495,0.04707,-0.040683,0.40382,-0.025929,-0.051567,0.41759,0.54988,0.066057,0.065685,0.12319,-9.4933,-24.605,0.030485,-0.10638,0.068938,0.021161,0.43126,0.37534,0.13233,0.026929,0.13658,-0.084245,-0.028781,0.068821
-0.40638,-11.777,3.3236,-0.69815,0.15079,-0.15704,0.60046,0.12444,0.077765,0.17926,0.28401,0.00067607,-0.15742,0.1391,-9.5503,-24.801,0.030373,0.38381,0.16752,0.037897,0.33542,0.36386,-0.039302,-0.13343,0.12389,-0.020105,-0.21024,-0.13301
-0.55332,-11.812,3.4122,-0.62575,-0.18382,-0.15136,0.65983,0.016285,-0.091343,0.021411,0.38281,-0.008646,-0.11963,0.20945,-9.4652,-24.742,-0.069532,0.36858,0.66374,0.33979,0.42649,0.31457,0.017529,-0.13693,0.031349,-0.099797,-0.12637,0.036893
-0.4437,-11.74,3.3344,-0.8375,-0.26701,-0.18766,0.76079,0.0084087,-0.01777,-0.18971,-0.024609,-0.12726,0.11015,0.13549,-9.687,-24.637,0.093922,0.095733,0.4256,0.19067,0.12248,0.19322,0.32519,0.38853,0.26696,-0.067296,-0.18014,-0.011865
-0.44197,-11.88,3.4606,-0.7594,-0.22833,-0.1784,0.48464,-0.14426,-0.056625,0.14469,0.080266,-0.025899,-0.19054,0.11864,-9.6603,-24.773,0.27567,0.12626,0.29799,0.026296,-0.045985,0.34599,0.42461,0.43481,0.31722,0.1252,0.093344,-0.067303
-0.50358,-12.146,3.4178,-0.68421,-0.074307,0.010541,0.56307,0.028965,0.094079,0.1044,0.10448,-0.21195,-0.13997,-0.146,-9.7887,-24.627,0.11853,0.028779,0.080135,-0.013904,0.12083,0.3724,0.21943,0.32649,0.053518,-0.0070012,0.2655,0.16499
-0.61639,-12.017,3.545,-0.90308,-0.40757,-0.070802,0.75334,0.14394,0.14583,0.224,0.019712,-0.057924,0.11108,0.045556,-9.6542,-25.037,-0.1291,-0.010462,0.20029,0.036067,0.10207,0.32599,0.10878,0.041708,0.13544,0.055894,0.040001,0.30804
-0.67831,-12.128,3.3375,-0.95546,-0.48207,-0.18332,0.77049,-0.063518,-0.12994,0.066869,-0.092001,-0.20761,-0.024955,-0.1284,-9.7523,-24.954,0.073074,0.31409,0.20822,-0.20151,-0.16326,0.076485,-0.16481,0.23173,0.3748,0.26297,0.25619,0.38218
-0.65112,-12.491,3.3692,-0.6946,-0.23885,0.13063,0.72961,-0.004985,0.11461,0.26297,-0.0091445,-0.28668,0.043714,-0.10536,-9.629,-24.888,0.042097,0.083165,0.13828,-0.048099,-0.20702,0.12207,0.15739,0.23269,0.057674,-0.12565,-0.078931,-0.056757
-0.69825,-12.304,3.389,-0.8733,-0.28785,-0.071318,0.6368,0.06243,0.12292,-0.070188,-0.0851,0.026987,0.09444,0.15192,-9.6991,-24.844,0.28474,0.047497,-0.10635,-0.021523,0.067959,0.065333,0.080688,0.3108,-0.09699,-0.16561,-0.026188,0.007329
-0.63911,-12.312,3.2475,-1.1472,-0.15259,0.30205,0.89388,-0.033657,0.006445,0.1642,-0.2262,-0.10475,0.064079,0.1575,-9.5809,-24.735,0.22075,0.25077,0.033192,0.27498,0.17394,0.16286,0.10262,-0.039494,-0.12911,-0.20673,-0.039663,-0.12823
-0.81242,-12.316,3.2978,-0.61538,0.10169,0.16571,0.73126,-0.14367,-0.076697,0.35924,0.15368,-0.20027,0.060472,0.20074,-9.7195,-24.741,0.037153,0.22692,0.34721,0.16723,0.057611,-0.17246,0.042934,-0.19431,0.06143,-0.010384,0.16788,0.084612
-0.85318,-12.61,3.1022,-0.73158,0.11484,-0.031128,0.44044,0.00094082,-0.05065,0.087591,0.10462,-0.20947,0.064713,0.36727,-9.6151,-24.69,0.20485,0.23848,0.13757,-0.04535,0.039169,-0.11216,0.031662,-0.0028963,-0.021968,-0.15295,0.28541,0.13596
-0.909,-12.495,3.409,-0.69919,-0.071667,-0.20502,0.22078,0.2485,-0.092083,-0.077971,0.10211,0.03113,0.23912,0.12229,-9.705,-24.585,0.35283,0.23117,0.18054,0.24161,0.097979,-0.0065598,0.011062,0.092797,-0.16196,-0.13127,0.040801,-0.14885
-0.98405,-12.387,3.6141,-1.057,0.1286,-0.13981,0.41696,-0.023669,-0.23792,0.063327,-0.072146,-0.28801,0.23535,0.23245,-9.6383,-24.859,0.23642,0.27076,0.41605,0.14036,-0.062827,0.067877,-0.067204,0.052365,-0.13108,0.11306,0.15365,-0.069232
-0.90814,-12.675,3.1847,-0.92088,-0.16732,-0.15789,0.60684,-0.32641,-0.366,0.33182,0.11567,-0.1454,0.20664,0.39844,-9.7615,-24.559,0.18771,-0.11778,0.28246,0.28291,0.41717,0.045634,-0.18666,-0.082579,0.014103,0.12835,0.19631,-0.028439
